skills,interests,education,experience,career_category,salary_min,salary_max
"css, prototyping, terraform, infrastructure as code","teamwork, user research",bachelor's degree,6,UX Designer,717000,1632000
"financial modeling, stakeholder communication, sql, stakeholder management, market analysis, performance tuning, software architecture","analytics, reporting, learning new tools",bachelor's degree,6,Business Analyst,814000,1674000
"databases, linux, docker, usability","cloud, learning new tools, product strategy",bachelor's degree,1,Back-End Developer,634000,1335000
"roadmap, dashboards, problem solving, authentication, grpc","financial analysis, stakeholder collaboration, visualization, analytics, predictive modeling",bachelor's degree,0,Business Analyst,435000,911000
"debugging, api design, testing, presentation skills, critical thinking","system reliability, problem solving, infrastructure, accessibility",bachelor's degree,6,Back-End Developer,836000,1750000
"python, dashboards, data visualization, reporting, tableau, regression analysis, design patterns","reporting, technology, pattern recognition",master's degree,3,Data Analyst,636000,1463000
"statistics, numpy, pytorch, pandas, machine learning, algorithms, progressive web apps, typescript","artificial intelligence, programming, problem solving, algorithms, data analysis",bachelor's degree,1,Machine Learning Engineer,733000,1644000
"data structures, python, problem solving, html, refactoring, api design, cross-browser testing, ui components","web development, backend systems",bachelor's degree,4,Software Engineer,746000,1495000
"roadmap, communication, presentation skills","user research, technology, scalability",master's degree,3,Product Manager,1085000,2566000
"statistics, machine learning, documentation, problem solving, python, kafka","visualization, market research",bachelor's degree,8,Data Analyst,779000,1785000
"git, databases, design patterns, debugging, linux, problem solving, model deployment, mlops","cloud, distributed systems, scalability, engineering",bachelor's degree,5,Back-End Developer,662000,1325000
"git, scripting, html, progressive web apps","coding, web development, technology, scalability",bachelor's degree,4,Software Engineer,789000,1885000
"critical thinking, prototyping, css, design systems, documentation, business process improvement, risk analysis","user research, innovation, cloud computing",diploma,7,UX Designer,801000,1721000
"css, critical thinking, javascript, presentation skills, spring boot","design, web development, learning new tools, coding, ui development",12th pass,2,Front-End Developer,542000,1119000
"ci/cd, git, debugging, testing, api design, unit testing","system design, coding, software craftsmanship, algorithms, backend systems, artificial intelligence",12th pass,10,Software Engineer,1148000,2484000
"git, data visualization, communication, market analysis, sql, requirements gathering, stakeholder management, sharding",reporting,12th pass,1,Business Analyst,602000,1337000
"presentation skills, docker, cloud, ci/cd, git","technology, cloud computing, systems, site reliability, automation, web performance",bachelor's degree,2,DevOps Engineer,751000,1641000
"design patterns, linux, data structures","algorithms, clean code, software craftsmanship, systems",bachelor's degree,3,Software Engineer,728000,1562000
"linux, communication, docker, unit testing","learning new tools, systems, infrastructure, cloud, business intelligence",phd,0,DevOps Engineer,583000,1170000
"databases, linux, api design, ci/cd, testing, requirements gathering, use case documentation","systems, predictive modeling",master's degree,1,DevOps Engineer,722000,1494000
"agile, dashboards, machine learning, numpy","analytics, statistics, problem solving, visualization",bachelor's degree,2,Data Analyst,575000,1216000
"databases, data structures, mlops, scikit-learn","problem solving, infrastructure",bachelor's degree,1,Back-End Developer,630000,1328000
"design systems, teamwork, javascript, communication, css, pricing strategy, okrs","coding, design",12th pass,3,Front-End Developer,605000,1385000
"python, algorithms, c++","programming, innovation",bachelor's degree,2,Machine Learning Engineer,857000,1840000
"testing, git, dax, etl","cloud, infrastructure, artificial intelligence",master's degree,3,DevOps Engineer,755000,1513000
"model deployment, keras, presentation skills, machine learning, git","nlp research, data analysis, algorithms, statistics, model optimization, technology, risk management",bachelor's degree,1,Machine Learning Engineer,634000,1278000
"customer discovery, roadmap, communication, market analysis, critical thinking, documentation, stakeholder management, usability",strategy,diploma,9,Product Manager,1461000,3313000
"git, teamwork, pandas, debugging, algorithms, business process improvement","statistics, teamwork, algorithms",bachelor's degree,4,Machine Learning Engineer,816000,1875000
"databases, ci/cd, docker, cloud, use case documentation, workflow automation","innovation, infrastructure, cloud",bachelor's degree,1,DevOps Engineer,675000,1418000
"data structures, design patterns, algorithms, testing, javascript, gap analysis","innovation, programming",bachelor's degree,3,Software Engineer,719000,1590000
"problem solving, scripting, cloud","cloud, innovation, infrastructure, automation, visual storytelling",12th pass,4,DevOps Engineer,704000,1634000
"user research, personas, stakeholder management, business case development","strategy, customer feedback",bachelor's degree,1,Product Manager,774000,1696000
"statistics, data visualization, dashboards, dax, machine learning, reporting, agile, mongodb","reporting, learning new tools, software craftsmanship",bachelor's degree,0,Data Analyst,387000,780000
"pandas, data cleaning, machine learning, problem solving, dashboards","statistics, dashboards, cloud computing",bachelor's degree,3,Data Analyst,662000,1561000
"html, scripting, critical thinking, agile","automation, web development, innovation, programming",diploma,13,Software Engineer,1296000,2869000
"customer discovery, roadmap, communication, requirements gathering, market analysis, mlops","growth, customer feedback, innovation",master's degree,8,Product Manager,1393000,2834000
"stakeholder management, requirements gathering, communication, excel, performance tuning, c++","visualization, stakeholder collaboration, analytics, interactive web experiences",master's degree,6,Business Analyst,782000,1700000
"statistics, machine learning, data visualization, data cleaning, sql, ui components, storybook","learning new tools, reporting, statistics, dashboards, data analysis",bachelor's degree,1,Data Analyst,484000,1061000
"problem solving, docker, monitoring, ci/cd, api design","innovation, infrastructure, system reliability",master's degree,0,DevOps Engineer,589000,1254000
"python, git, testing, computer vision","coding, problem solving",master's degree,0,Software Engineer,599000,1328000
"roadmap, requirements gathering, agile, documentation, stakeholder management, personas, market analysis, interaction design",customer feedback,master's degree,2,Product Manager,950000,2256000
